Flight Number, Start Time (UTC), Sim Start Time (UTC), Origination Airport, Origination Airport Name, Departure Runway, Destination Airport, Destination Airport Name, Flight Time, Flight Time - Day, Flight Time - Night, Flight Distance (nm), Take Offs, Day Takeoffs, Night Takeoffs, Landings, Day Landings, Night Landings, Aircraft Mfg, Aircraft Type, Aircraft Codename, Aircraft Model, Startup Location, Type of Flight Decoded, Latitude,Longitude,Weather,Flight Description
236,2023/2/1 8:40:25,2023/2/1 8:40:26,LEIB,"Ibiza Airport,  Ibiza (Eivissa) IB",6,LEPA,"Palma de Mallorca Airport,  Palma de Mallorca IB",00:18:51,00:18:51,00:00:00,76.8436,1,1,0,1,1,0,Salty Simulations,"PLANETYPE_AIRLINER","salty-747","Salty Boeing 747-8i Boeing House",Runway,Free Flight,39.5546659334616,2.73027210496366,"Live","asobo-freeflights"
237,2023/2/1 9:02:44,2023/2/1 9:02:44,LEIB,"Ibiza Airport,  Ibiza (Eivissa) IB",6,LEIB,"Ibiza Airport,  Ibiza (Eivissa) IB",00:00:00,00:00:00,00:00:00,0.2914,0,0,0,0,0,0,Salty Simulations,"PLANETYPE_AIRLINER","salty-747","Salty Boeing 747-8i Boeing House",Runway,Free Flight,38.8692378833704,1.36431416496634,"Live","asobo-freeflights"
238,2023/2/1 11:53:53,2023/2/1 7:05:24,NZQN,"Queenstown International Airport,  Queenstown OTA",5,NZQT,"",00:20:57,00:20:57,00:00:00,39.4127,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-sr22","SR 22 Kenmore Livery",Parking,Free Flight,-45.4910890594146,168.702560774982,"Live","asobo-freeflights"
239,2023/2/1 12:49:00,2023/2/1 7:05:02,NZQN,"Queenstown International Airport,  Queenstown OTA",5,NZQN,"Queenstown International Airport,  Queenstown OTA",00:00:04,00:00:04,00:00:00,0.3972,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-sr22","SR 22 Kenmore Livery",Runway,Free Flight,-45.0179698552753,168.744997177273,"Live","asobo-freeflights"
240,2023/2/1 12:49:52,2023/2/1 7:05:02,NZQN,"Queenstown International Airport,  Queenstown OTA",5,NZDN,"Dunedin International Airport,  Dunedin OTA",00:56:13,00:56:13,00:00:00,142.2973,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-sr22","SR 22 Kenmore Livery",Runway,Free Flight,-45.9233464143775,170.202833684161,"Live","asobo-freeflights"
241,2023/2/2 11:19:32,2023/2/2 11:01:01,HE34,"Kibrit Airport,  Kibrit IS",14,HE34,"Kibrit Airport,  Kibrit IS",00:07:47,00:07:47,00:00:00,21.0935,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-sr22","SR 22 Kenmore Livery",Runway,Free Flight,29.9383907816132,32.5997872184962,"Live","asobo-freeflights"
242,2023/2/4 13:52:45,2023/2/4 13:02:13,LFPG,"Charles de Gaulle International Airport,  Paris IDF",26,LFFE,"Enghien Moisselles Airfield,   IDF",00:03:24,00:03:24,00:00:00,12.5639,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_JET","asobo-aircraft-longitude","Cessna Longitude Asobo",Runway,Free Flight,49.0934826405379,2.36296235583723,"Live","asobo-freeflights"
243,2023/2/19 13:44:46,2021/11/10 13:40:29,TNCM,"Princess Juliana International Airport,  Saint Martin",10,TNCM,"Princess Juliana International Airport,  Saint Martin",00:00:46,00:00:46,00:00:00,0.3469,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Runway,Free Flight,18.0447941610218,-63.1209093891084,"Live","asobo-freeflights"
244,2023/2/19 13:46:36,2021/11/10 13:40:29,TNCM,"Princess Juliana International Airport,  Saint Martin",10,TNCM,"Princess Juliana International Airport,  Saint Martin",00:00:50,00:00:50,00:00:00,0.6013,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Runway,Free Flight,18.0383422900992,-63.1089908257127,"Live","asobo-freeflights"
245,2023/2/19 14:15:18,2023/2/20 5:05:13,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",13,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:01:15,00:01:15,00:00:00,0.6269,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Runway,Free Flight,22.3212957732397,114.184761280194,"Live","asobo-freeflights"
246,2023/2/19 14:17:46,2023/2/20 5:05:13,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",13,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:05:23,00:05:23,00:00:00,2.1825,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Runway,Free Flight,22.3255970205214,114.195516770706,"Live","asobo-freeflights"
247,2023/2/26 11:52:59,2023/2/26 16:52:13,KBFI,"Boeing Field King County International Airport,  Seattle WA",14,KSEA,"Seattle–Tacoma International Airport,  Seattle WA",00:06:10,00:06:10,00:00:00,5.4161,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Runway,Free Flight,47.4573349663809,-122.307600444183,"Live","asobo-freeflights"
248,2023/2/26 12:07:39,2023/2/26 19:54:23,KBFI,"Boeing Field King County International Airport,  Seattle WA",14,KBFI,"Boeing Field King County International Airport,  Seattle WA",00:00:35,00:00:35,00:00:00,0.0578,0,0,0,0,0,0,Nemeth Designs,"PLANETYPE_ROTORCRAFT","microsoft-aircraft-bell407","Bell 407 Blue Stripes",Runway,Free Flight,47.5393196190667,-122.312780460343,"Live","asobo-freeflights"
249,2023/2/26 12:12:45,2023/2/26 19:54:34,KBFI,"Boeing Field King County International Airport,  Seattle WA",14,W55,"Kenmore Air Harbor Seaplane Base,  Seattle WA",00:01:41,00:01:41,00:00:00,8.9346,1,1,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135",Runway,Free Flight,47.5957937360962,-122.332306103781,"Live","asobo-freeflights"
250,2023/2/26 12:24:53,2023/2/26 19:54:06,KBFI,"Boeing Field King County International Airport,  Seattle WA",14,KSEA,"Seattle–Tacoma International Airport,  Seattle WA",00:08:31,00:08:31,00:00:00,7.5624,1,1,0,1,1,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135",Runway,Free Flight,47.4275951708451,-122.277115713805,"Live","asobo-freeflights"
251,2023/2/28 4:05:58,2023/2/28 3:02:02,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",13,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.3348,0,0,0,0,0,0,Microsoft / iniBuilds,"PLANETYPE_AIRLINER","microsoft-aircraft-an225","Antonov Airlines 'Be Brave Like Ukraine' Livery",Runway,Free Flight,22.3212147874122,114.197081588209,"Live","asobo-freeflights"
252,2023/2/28 7:58:19,2023/2/28 2:47:02,VHHH,"Hong Kong International Airport,  Islands NT",25,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:08:44,00:08:44,00:00:00,33.8225,1,1,0,0,0,0,Microsoft / iniBuilds,"PLANETYPE_AIRLINER","microsoft-aircraft-an225","Antonov Airlines 'Be Brave Like Ukraine' Livery",Runway,Free Flight,22.3048916439623,114.302127873525,"Live","asobo-freeflights"
253,2023/2/28 8:12:47,2023/2/28 2:47:05,ZGSZ,"Shenzhen Bao'an International Airport,  Shenzhen (Bao'an) 44",33,ZGSZ,"Shenzhen Bao'an International Airport,  Shenzhen (Bao'an) 44",00:00:00,00:00:00,00:00:00,0.7747,0,0,0,0,0,0,Microsoft / iniBuilds,"PLANETYPE_AIRLINER","microsoft-aircraft-an225","Antonov Airlines 'Be Brave Like Ukraine' Livery",Runway,Free Flight,22.6369785287575,113.811560897157,"Live","asobo-freeflights"
254,2023/2/28 8:14:22,2023/2/28 2:47:05,ZGSZ,"Shenzhen Bao'an International Airport,  Shenzhen (Bao'an) 44",33,VHHH,"Hong Kong International Airport,  Islands NT",00:16:53,00:16:53,00:00:00,54.1519,1,1,0,0,0,0,Microsoft / iniBuilds,"PLANETYPE_AIRLINER","microsoft-aircraft-an225","Antonov Airlines 'Be Brave Like Ukraine' Livery",Runway,Free Flight,22.3041807683655,113.922673081979,"Live","asobo-freeflights"
255,2023/3/1 5:05:14,2023/3/1 5:01:02,ZGSZ,"Shenzhen Bao'an International Airport,  Shenzhen (Bao'an) 44",33,VHHH,"Hong Kong International Airport,  Islands NT",00:15:16,00:15:16,00:00:00,46.2304,1,1,0,1,1,0,Microsoft / iniBuilds,"PLANETYPE_AIRLINER","microsoft-aircraft-an225","Antonov Airlines 'Be Brave Like Ukraine' Livery",Runway,Free Flight,22.2974859399605,113.919357452542,"Live","asobo-freeflights"
256,2023/3/3 14:51:05,2023/3/3 14:04:28,GMTT,"Tangier Ibn Battuta Airport,  Tangier TNG",28,GMTT,"Tangier Ibn Battuta Airport,  Tangier TNG",00:07:54,00:07:54,00:00:00,11.1333,1,1,0,0,0,0,MyKrode,"PLANETYPE_PROPELLER","mykrode-fokker-dr1","Fokker DR.1: Red Barron",Runway,Free Flight,35.8504461719199,-5.76450747437775,"Live","asobo-freeflights"
257,2023/3/3 15:06:01,2023/3/3 22:05:04,KBFI,"Boeing Field King County International Airport,  Seattle WA",14,KSEA,"Seattle–Tacoma International Airport,  Seattle WA",00:03:23,00:03:23,00:00:00,5.6586,1,1,0,1,1,0,MyKrode,"PLANETYPE_PROPELLER","mykrode-fokker-dr1","Fokker DR.1: Red Barron",Runway,Free Flight,47.4472747269228,-122.306371573359,"Live","asobo-freeflights"
258,2023/3/12 14:10:44,2023/3/12 14:01:05,HEGN,"Hurghada International Airport,  Hurghada BA",0,HEGN,"Hurghada International Airport,  Hurghada BA",00:00:00,00:00:00,00:00:00,0.1157,0,0,0,0,0,0,Rodrigo Moraes,"PLANETYPE_OTHER","marinerm-sea-ray-l510-fly","Sea_Ray_510_Fly",,Free Flight,26.9149918764216,34.69901047647,"Live","asobo-freeflights"
259,2023/3/12 14:29:12,2023/3/12 1:32:01,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:02,00:00:02,00:00:00,0.4096,1,1,0,0,0,0,Yaniv#1257,"PLANETYPE_OTHER","livtoair-corvettec8","Chevrolet Corvette C8 LivToAir",Runway,Free Flight,22.309615817232,114.212690703571,"Live","asobo-freeflights"
260,2023/3/12 14:31:42,2023/3/12 1:32:01,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.0682,0,0,0,0,0,0,Yaniv#1257,"PLANETYPE_OTHER","livtoair-corvettec8","Chevrolet Corvette C8 LivToAir",Runway,Free Flight,22.3046306896293,114.215684384108,"Live","asobo-freeflights"
261,2023/3/12 14:33:11,2023/3/12 1:32:01,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:01,00:00:01,00:00:00,0.0878,0,0,0,0,0,0,Yaniv#1257,"PLANETYPE_OTHER","livtoair-corvettec8","Chevrolet Corvette C8 LivToAir",Runway,Free Flight,22.3048376534107,114.215409457684,"Live","asobo-freeflights"
262,2023/3/12 14:35:10,2023/3/12 1:32:01,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:02,00:00:02,00:00:00,0.1814,1,1,0,0,0,0,Yaniv#1257,"PLANETYPE_OTHER","livtoair-corvettec8","Chevrolet Corvette C8 LivToAir",Runway,Free Flight,22.3055395305821,114.217461766675,"Live","asobo-freeflights"
263,2023/3/12 14:46:22,2023/3/12 1:32:16,RJAA,"Narita International Airport,  Narita 12",16,RJAA,"Narita International Airport,  Narita 12",00:02:04,00:02:04,00:00:00,1.7758,0,0,0,0,0,0,Got Friends,"PLANETYPE_ROTORCRAFT","gotfriends-mini-500","Experimental Mini-500: Default",Runway,Free Flight,35.8017466943285,140.355437658727,"Live","asobo-freeflights"
264,2023/3/14 13:19:03,2023/3/14 8:53:44,NZTL,"Tekapo Aerodrome,   CAN",29,NZTL,"Tekapo Aerodrome,   CAN",00:02:39,00:02:39,00:00:00,2.8374,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub","Xcub 01 Livery",Parking,Free Flight,-43.9886399880021,170.498405992985,"Live","asobo-freeflights"
265,2023/3/14 13:29:09,2023/3/15 0:09:02,NZTL,"Tekapo Aerodrome,   CAN",11,NZTL,"Tekapo Aerodrome,   CAN",00:02:47,00:02:47,00:00:00,2.8479,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Runway,Free Flight,-43.979983502887,170.479577053338,"Live","asobo-freeflights"
266,2023/3/14 13:33:20,2023/3/15 0:09:02,NZTL,"Tekapo Aerodrome,   CAN",11,NZMC,"Mount Cook Airport,   CAN",00:31:39,00:31:39,00:00:00,51.0909,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Runway,Free Flight,-43.7669817781888,170.133454240859,"Live","asobo-freeflights"
267,2023/3/16 11:37:10,2023/3/16 22:39:12,NZCH,"Christchurch International Airport,  Christchurch CAN",2,NZCH,"Christchurch International Airport,  Christchurch CAN",00:00:41,00:00:41,00:00:00,1.6068,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Parking,Free Flight,-43.485421051316,172.539504105225,"Live","asobo-freeflights"
268,2023/3/16 11:58:34,2023/3/16 22:39:12,NZCH,"Christchurch International Airport,  Christchurch CAN",2,NZLI,"",00:08:57,00:08:57,00:00:00,13.4665,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Parking,Free Flight,-43.6426685330067,172.530468497425,"Live","asobo-freeflights"
269,2023/3/16 12:09:43,2023/3/16 22:39:04,NZLI,"",31,NZLI,"",00:00:01,00:00:01,00:00:00,0.3579,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Runway,Free Flight,-43.6358747219237,172.524461941794,"Live","asobo-freeflights"
270,2023/3/16 12:31:32,2023/3/16 22:39:04,NZLI,"",31,NZLI,"",00:21:27,00:21:27,00:00:00,28.5251,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Runway,Free Flight,-43.8061429249881,172.962401462719,"Live","asobo-freeflights"
271,2023/3/16 12:54:00,2023/3/16 22:39:04,NZLI,"",31,NZLI,"",00:13:26,00:13:26,00:00:00,25.9850,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Runway,Free Flight,-43.7961186792311,172.995461951941,"Live","asobo-freeflights"
272,2023/3/16 13:19:24,2023/3/16 23:26:02,NZLI,"",31,NZCH,"Christchurch International Airport,  Christchurch CAN",00:29:50,00:29:50,00:00:00,44.8887,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Runway,Free Flight,-43.5327257729897,172.627009917051,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
273,2023/3/16 13:51:55,2023/3/16 23:26:03,NZCH,"Christchurch International Airport,  Christchurch CAN",0,NZCH,"Christchurch International Airport,  Christchurch CAN",00:10:48,00:10:48,00:00:00,13.0232,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Flying,Free Flight,-43.5286224910641,172.539793364704,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
274,2023/3/17 5:27:56,2023/3/17 5:02:34,VHHH,"Hong Kong International Airport,  Islands NT",25,VHHH,"Hong Kong International Airport,  Islands NT",00:07:07,00:07:07,00:00:00,2.7840,0,0,0,0,0,0,Got Friends,"PLANETYPE_ROTORCRAFT","gotfriends-mini-500","Experimental Mini-500: Cobb",Runway,Free Flight,22.2908451021071,113.890170576051,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
275,2023/3/17 11:05:29,2023/3/17 10:02:07,EIDW,"Dublin Airport,  Dublin D",28,EIMA,"",00:06:53,00:06:53,00:00:00,9.0346,0,0,0,0,0,0,JED Studio,"PLANETYPE_ROTORCRAFT","gotfriends-mini-500","Experimental Mini-500: BJH66",Runway,Free Flight,53.418251805934,-6.50035718455911,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
276,2023/3/17 11:25:07,2023/3/17 10:02:11,EIDW,"Dublin Airport,  Dublin D",0,EICM,"Galway Airport,  Galway G",01:36:32,01:36:32,00:00:00,122.8392,1,1,0,1,1,0,JED Studio,"PLANETYPE_ROTORCRAFT","gotfriends-mini-500","Experimental Mini-500: BJH66",Gate,Free Flight,53.3012182867998,-8.94052960909903,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
277,2023/3/23 8:17:57,2023/3/23 7:02:04,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",13,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:04:13,00:04:13,00:00:00,3.8063,1,1,0,0,0,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Red",Runway,Free Flight,22.3231944409728,114.194998601452,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
278,2023/3/23 8:24:10,2023/3/23 7:02:04,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",13,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:06:27,00:06:27,00:00:00,7.1613,1,1,0,1,1,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Red",Runway,Free Flight,22.3251021071313,114.198136785999,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
279,2023/3/24 11:18:31,2023/3/24 11:02:03,HECA,"Cairo International Airport,  Cairo C",23,HECA,"Cairo International Airport,  Cairo C",00:00:00,00:00:00,00:00:00,0.3067,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub","Asobo XCub",Runway,Free Flight,30.1206448871447,31.4255507290363,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
280,2023/3/24 11:19:31,2023/3/24 11:02:03,HECA,"Cairo International Airport,  Cairo C",23,HECA,"Cairo International Airport,  Cairo C",00:00:37,00:00:37,00:00:00,1.0935,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub","Asobo XCub",Runway,Free Flight,30.1122583547879,31.4139770809561,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
281,2023/3/24 11:38:21,2023/3/24 21:12:03,NZUK,"Pukaki Airport,  Twitzel CAN",33,NZUK,"Pukaki Airport,  Twitzel CAN",00:00:00,00:00:00,00:00:00,0.2500,0,0,0,0,0,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Red",Runway,Free Flight,-44.2389491838928,170.118378717452,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
282,2023/3/24 11:44:31,2023/3/24 21:12:03,NZUK,"Pukaki Airport,  Twitzel CAN",33,NZUK,"Pukaki Airport,  Twitzel CAN",00:07:24,00:07:24,00:00:00,5.7554,1,1,0,1,1,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Red",Runway,Free Flight,-44.2395340815357,170.119825601578,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
283,2023/3/24 11:55:41,2023/3/24 21:12:03,NZUK,"Pukaki Airport,  Twitzel CAN",33,NZUK,"Pukaki Airport,  Twitzel CAN",00:04:02,00:04:02,00:00:00,3.1149,1,1,0,0,0,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Red",Runway,Free Flight,-44.2467328217562,170.12076462619,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
284,2023/3/24 12:00:26,2023/3/24 21:12:03,NZUK,"Pukaki Airport,  Twitzel CAN",33,NZUK,"Pukaki Airport,  Twitzel CAN",00:11:16,00:11:16,00:00:00,6.9803,2,2,0,2,2,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Red",Runway,Free Flight,-44.2422965980953,170.119617143646,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
285,2023/3/24 12:16:54,2023/3/24 21:12:10,NZUK,"Pukaki Airport,  Twitzel CAN",33,NZUK,"Pukaki Airport,  Twitzel CAN",00:00:31,00:00:31,00:00:00,0.4538,1,1,0,0,0,0,MyKrode,"PLANETYPE_PROPELLER","mykrode-fokker-dr1","Fokker DR.1: Red Barron",Runway,Free Flight,-44.2449241382758,170.112827634439,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
286,2023/3/24 12:19:45,2023/3/24 21:12:03,NZUK,"Pukaki Airport,  Twitzel CAN",6,NZMC,"Mount Cook Airport,   CAN",00:35:23,00:35:23,00:00:00,41.5601,4,4,0,2,2,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-nxcub","Asobo NXCub Aviators Club Livery",Runway,Free Flight,-43.8267493188692,170.144848516211,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
287,2023/3/24 13:17:38,2023/3/24 23:48:04,NZGT,"Glentanner Airport,  Glentanner Station CAN",33,NZGT,"Glentanner Airport,  Glentanner Station CAN",00:18:10,00:18:10,00:00:00,22.0797,2,2,0,1,1,0,JED Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub","XCub RedBull DUBAI Jed",Runway,Free Flight,-43.9136921038818,170.128477821127,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
288,2023/3/26 6:12:01,2023/3/26 6:01:02,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",0,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:07,00:00:07,00:00:00,0.8577,0,0,0,0,0,0,Adi S.,"PLANETYPE_PROPELLER","adi-luxury-speedboat","Luxury Speedboat",,Free Flight,22.2281170795111,114.451517863199,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
289,2023/3/26 6:14:35,2023/3/26 6:01:02,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",0,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:01,00:00:01,00:00:00,0.2538,0,0,0,0,0,0,Adi S.,"PLANETYPE_PROPELLER","adi-luxury-speedboat","Luxury Speedboat",,Free Flight,22.2194515959707,114.456513980404,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
290,2023/3/26 6:19:42,2020/9/18 1:00:00,KRTS,"",0,KRTS,"",00:02:30,00:02:30,00:00:00,2.0423,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-t6-reno","North American T-6 Texan Asobo Reno",Flying,,39.6650856100182,-119.881616486236,"TT:MENU.WEATHERTYPE_1SUNNY","asobo-airrace-renorace-reno"
291,2023/3/26 6:24:41,2023/1/16 15:50:00,KMQI,"Dare County Regional Airport,  Manteo NC",0,KFFA,"First Flight Airport,  Kill Devil Hills NC",00:00:49,00:00:49,00:00:00,1.4475,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_TURBO","asobo-aircraft-kingair350","Beechcraft King Air 350i Asobo",Flying,Landing Challenge,35.9846306896293,-75.6682311091572,"TropicalStorm","asobo-liveevent"
292,2023/3/26 6:27:39,2023/3/26 6:27:41,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:04,00:00:04,00:00:00,0.1735,0,0,0,0,0,0,Yaniv#1257,"PLANETYPE_OTHER","livtoair-corvettec8","Chevrolet Corvette C8 LivToAir",Runway,Free Flight,22.3050986077436,114.21736612916,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
293,2023/3/26 6:28:58,2023/3/26 6:28:58,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:01,00:00:01,00:00:00,2.2003,1,1,0,0,0,0,Yaniv#1257,"PLANETYPE_OTHER","livtoair-corvettec8","Chevrolet Corvette C8 LivToAir",Runway,Free Flight,22.3239323118454,114.191016945988,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
294,2023/3/26 6:33:46,2023/3/26 6:33:46,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:01,00:00:01,00:00:00,2.2718,1,1,0,1,1,0,Yaniv#1257,"PLANETYPE_OTHER","livtoair-corvettec8","Chevrolet Corvette C8 LivToAir",Runway,Free Flight,22.3279096158172,114.192019840702,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
295,2023/3/26 6:46:53,2023/3/26 6:26:05,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:05:25,00:05:25,00:00:00,5.7447,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-nxcub","Asobo NXCub",Runway,Free Flight,22.324211263029,114.1204052791,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
296,2023/4/4 12:01:31,2023/4/4 11:02:05,EGHC,"Land's End Airport,  Land's End ENG",25,EGHC,"Land's End Airport,  Land's End ENG",00:01:45,00:01:45,00:00:00,13.6148,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_JET","asobo-aircraft-darkstar","Experimental Darkstar Asobo",Runway,Free Flight,50.0387762141625,-5.99658200517297,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
297,2023/4/4 12:05:59,2023/4/4 11:02:05,EGHC,"Land's End Airport,  Land's End ENG",25,,"",00:08:34,00:08:34,00:00:00,144.5333,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_JET","asobo-aircraft-darkstar","Experimental Darkstar Asobo",Runway,Free Flight,49.7989051915915,-9.23275519162416,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
